url,status,redirect_to,canonical,robots,has_disclosure,title,description
https://hydrogenstudies.com/,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/benefits,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/studies,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/about,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/blog,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-condition,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/contact,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-body-system,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-mechanism,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-life-stage,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-demographic,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/insights,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-delivery-method,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/explore-by-benefit,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-therapy-guide,301,/blog/hydrogen-gas-therapy-research,,,false,,
https://hydrogenstudies.com/research-analytics,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/diabetes,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/heart-disease,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/brain-health,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/athletic-performance,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/cancer-support,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/inflammation,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/gut-health,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/kidney-health,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/privacy,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/lung-health,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/hydrogen-for/skin-health,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/terms,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-producing-facultative-anaerobic-bacteria-isolated-from-kitchen-wastewater-for-sustainable-bioenergy-applications-1788216910213,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/existing-and-emerging-technologies-in-biohydrogen-production-mechanisms-and-influential-factors-for-sustainable-energy-transition-1788216910212,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/mitochondrial-dysfunction-in-ards-unraveling-the-regulatory-networks-and-therapeutic-opportunities-1788216910212,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/therapeutic-gases-and-the-nrf2keap1-pathway-direct-thiol-modification-vs-indirect-modulation-1788216910212,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/oral-fructanase-administration-reduces-gastrointestinal-symptom-severity-after-acute-inulin-challenge-in-healthy-adults-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/lactulose-hydrogen-methane-breath-testing-for-clinical-characterization-of-small-intestinal-bacterial-overgrowth-in-adults-with-functional-bloating-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/bioinspired-integrated-mgh2-hydrogel-synergistically-modulates-the-osteo-immune-microenvironment-for-enhanced-bone-repair-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/fecal-microbiota-profiling-in-patients-with-irritable-bowel-syndrome-and-small-intestinal-bacterial-overgrowth-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/dual-wavelength-responsive-gmmc-pdots-ag-hydrogel-for-spatiotemporally-controlled-photothermal-and-hydrogen-therapy-of-infected-liver-and-skin-defects-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/quercetin-carboxymethyl-chitosanhydrogen-nanomicelles-for-the-treatment-of-chemotherapy-induced-oral-mucositis-in-mice-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/high-concentration-hydrogen-mitigates-cognitive-impairment-in-a-murine-model-of-sepsis-associated-encephalopathy-by-enhancing-oligodendrocyte-maturation-and-myelination-in-the-mpfc-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/generation-and-application-of-ultra-fine-long-term-stable-nanobubble-water-an-evaluation-of-inclusion-effects-on-aromatic-components-and-antimicrobial-activity-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/dual-functional-microreactor-enabling-hydrogen-therapy-and-mild-photothermal-therapy-for-osteoarthritis-treatment-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/molecular-hydrogen-as-a-recovery-gas-a-novel-physiological-hypothesis-1785513663672,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/preserved-acute-pulmonary-endothelial-homeostasis-with-hydrogen-gas-inhalation-after-neonatal-hypoxia-ischemia-despite-increased-neutrophil-accumulation-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/antibacterial-and-antibiofilm-effects-of-immobilized-hydrogen-on-pathogenic-oral-bacteria-1788216822701,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/a-systematic-review-of-the-effectiveness-of-hydrogen-therapy-in-hearing-loss-1785513663672,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/intestinal-gases-as-markers-to-study-the-diet-gut-microbiota-host-metabolism-axis-in-humans-and-their-relationship-to-metabolic-health-1785513663672,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/therapeutic-potential-of-hydrogen-rich-water-hrw-in-oxidative-stress-related-diseases-1785513663672,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/adjuvant-molecular-hydrogen-facilitates-immunosuppressant-tapering-and-sustained-remission-in-systemic-lupus-erythematosus-a-case-report-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/molecular-hydrogen-reverses-sepsis-induced-immunoparalysis-insights-from-longitudinal-deep-immunophenotyping-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/longitudinal-in-vivo-immunophenotyping-of-regulatory-t-cells-following-adjunctive-molecular-hydrogen-therapy-in-systemic-lupus-erythematosus-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/preliminary-effects-of-hydrogen-oxygen-inhalation-on-nodule-size-il-6-and-neutrophils-in-patients-with-small-pulmonary-nodules-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-breath-test-dynamics-reflect-intestinal-fermentation-rather-than-systemic-inflammation-a-data-driven-diagnostic-analysis-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/effect-of-hydrogen-rich-water-on-chronic-kappa-carrageenan-induced-colitis-in-weaned-female-swiss-albino-mice-a-preliminary-study-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/effects-of-hydrogen-rich-water-on-antioxidant-capacity-immune-response-and-gut-microbiota-in-juvenile-snakehead-channa-argus-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/the-impact-of-perioperative-hydrogen-gas-inhalation-on-postoperative-recovery-in-day-surgery-patients-a-research-study-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-alleviates-sepsis-associated-encephalopathy-via-atg9b-dependent-mitophagy-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-rich-jelly-attenuates-adipose-tissue-inflammation-and-metabolic-dysfunction-in-high-fathigh-sucrose-diet-fed-samp8-mice-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-generating-silicon-based-agent-is-effective-in-a-mouse-model-of-ovalbumin-induced-allergic-bronchial-asthma-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hypertension-and-gut-microbial-hydrogenases-a-comparison-of-hydrogen-metabolism-and-etiology-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/mutant-superoxide-dismutase-1-catalyzed-hydrogen-therapy-for-amyotrophic-lateral-sclerosis-achieved-by-intercepting-oxidative-stress-neuroinflammation-crosstalk-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/individual-variability-in-hydrogen-producing-microbes-influences-the-response-to-hydrogen-supplementation-on-sleep-quality-a-randomized-double-blind-placebo-controlled-parallel-study-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/sustained-normalization-of-hydrogen-positive-small-intestinal-bacterial-overgrowth-after-polyethylene-glycol-bowel-preparation-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/metabolomic-alterations-associated-with-adjunctive-hydrogen-gas-inhalation-during-concurrent-chemoradiotherapy-in-locally-advanced-head-and-neck-cancer-a-pilot-study-1785513615619,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/emerging-nanomaterials-can-even-treat-chronic-wounds-a-review-of-evidence-on-magnesium-based-systems-1782857475444,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/the-interactions-of-nitric-oxide-with-intracellular-redox-status-and-the-influence-of-molecular-hydrogen-1782857475444,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/molecular-hydrogen-in-cancer-therapy-bioactive-materials-for-tumor-targeted-delivery-and-in-situ-generation-1782857475444,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/molecular-hydrogen-as-a-regulator-of-mitochondrial-quality-control-and-metabolic-reprogramming-1782857475444,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/interstitial-cystitis-and-dietary-interventions-a-systematic-review-1782857475444,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/commentary-safety-and-efficacy-of-a-novel-fecal-microbiota-transplantation-method-using-hydrogen-nanobubble-water-without-antibiotics-or-bowel-cleansing-in-children-with-autism-spectrum-disorder-1782857475444,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/an-injectable-hydrogen-producing-bacteria-hydrogel-for-cardiac-repair-in-rodent-and-porcine-models-1782857395648,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-supplementation-improves-glucose-based-n-caproate-production-in-caproiciproducens-galactitolivorans-with-reverse-b-oxidation-associated-redox-remodeling-1782857395648,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/association-of-self-selected-hydrogen-rich-water-consumption-with-6-month-changes-in-chair-stand-performance-and-gait-speed-among-community-dwelling-older-adults-attending-community-salons-1782857395648,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/the-clinical-efficacy-of-hydrogen-combined-with-tetrandrine-in-the-treatment-of-silicosis-fibrosis-a-randomized-controlled-intervention-study-1782857395648,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/harnessing-thermo-hydrogen-coupling-with-palladium-hydride-nanoparticles-for-superior-antitumor-therapy-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/molecular-hydrogen-is-associated-with-immunophenotypic-modulation-and-changes-in-t-cell-exhaustion-markers-in-refractory-primary-sjogrens-syndrome-associated-interstitial-lung-disease-a-case-report-1782857395648,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-production-dynamics-during-lactulose-breath-testing-in-patients-with-suspected-sibo-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/mitigation-of-ischemia-reperfusion-injury-and-improvement-in-overall-graft-viability-by-hypothermic-pulsatile-perfusion-with-molecular-hydrogen-is-associated-with-trx-1ho-1-activation-in-a-non-survival-ex-vivo-swine-model-of-donation-after-circulatory-death-kidney-preservation-and-transplantation-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/age-differences-in-overnight-breath-hydrogen-dynamics-and-their-association-with-sleep-physiology-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/effects-of-hydrogen-water-gargling-on-oral-mucositis-and-pain-in-head-and-neck-cancer-patients-a-randomized-controlled-pilot-study-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-suppressed-tumor-growth-during-chronic-intermittent-hypoxia-via-modulating-macrophage-polarization-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-rich-saline-accelerates-diabetic-wound-healing-in-vivo-and-its-interaction-with-the-renin-angiotensin-system-pathway-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/effects-of-hydrogen-rich-water-on-juvenile-largemouth-bass-micropterus-salmoides-under-acute-low-temperature-stress-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/a-hydrogen-releasing-polydopamine-palladium-hydride-nanocoating-protects-airway-mucosal-injury-induced-by-endotracheal-tube-cuff-compression-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/mitigating-ammonia-inhibition-in-anaerobic-digestion-of-swine-manure-using-hydrogen-nanobubble-water-acclimation-multi-omics-insights-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/correction-to-core-shell-microspheres-enabling-sustained-hydrogen-release-and-peroxidase-like-catalytic-activity-for-periodontitis-therapy-1780253725007,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
https://hydrogenstudies.com/study/hydrogen-evolution-and-dynamics-in-hydrogel-electrochemical-cells-for-ischemia-reperfusion-therapy-1782857395647,200,,https://hydrogenstudies.com/,,true,Hydrogen Studies Research Database,
